participantcode,participantlabel,payoff_final,sessionlabel,location,task,treatment,id_in_group,round,role,correct,cheat,whistle,group_id,role_group,output_employees,output_firm,surplus_firm,winning_firm,payoff,cheaters,whistlers,payoff_total,payoff_game,belief_cheat,total_cheaters,belief_whistle,total_whistlers,payoff_beliefs,morality_manager,morality_employee,morality_public,firm_loyalty,payoff_judgements,risk,payoff_risk,svo,payoff_svo,age,study,gender
01ihaazc,PC15,8.6999998,Session 13,0,1,0,1,1,public,6,0,0,4,public,0,0,0,0,120,0,2,865,580,16,1,20,20,20,-1,0,-2,1,40,0,140,28.549999,85,19,1,0
01ihaazc,PC15,8.6999998,Session 13,0,1,0,2,2,employee,6,0,0,1,firm,12,24,240,0,180,0,2,865,580,16,1,20,20,20,-1,0,-2,1,40,0,140,28.549999,85,19,1,0
01ihaazc,PC15,8.6999998,Session 13,0,1,0,1,3,public,6,0,0,4,public,0,0,0,0,100,1,1,865,580,16,1,20,20,20,-1,0,-2,1,40,0,140,28.549999,85,19,1,0
01ihaazc,PC15,8.6999998,Session 13,0,1,0,2,4,employee,6,0,0,2,firm,12,24,240,0,180,0,2,865,580,16,1,20,20,20,-1,0,-2,1,40,0,140,28.549999,85,19,1,0
01ihaazc,PC15,8.6999998,Session 13,0,1,0,1,5,public,6,0,0,4,public,0,0,0,0,120,0,3,865,580,16,1,20,20,20,-1,0,-2,1,40,0,140,28.549999,85,19,1,0
01ihaazc,PC15,8.6999998,Session 13,0,1,0,2,6,employee,6,0,0,3,firm,12,24,240,0,180,0,2,865,580,16,1,20,20,20,-1,0,-2,1,40,0,140,28.549999,85,19,1,0
01ihaazc,PC15,8.6999998,Session 13,0,1,0,1,7,public,6,0,0,4,public,0,0,0,0,120,0,0,865,580,16,1,20,20,20,-1,0,-2,1,40,0,140,28.549999,85,19,1,0
01ihaazc,PC15,8.6999998,Session 13,0,1,0,2,8,employee,6,0,0,1,firm,12,24,240,0,180,0,2,865,580,16,1,20,20,20,-1,0,-2,1,40,0,140,28.549999,85,19,1,0
01ihaazc,PC15,8.6999998,Session 13,0,1,0,1,9,public,6,0,0,4,public,0,0,0,0,120,0,1,865,580,16,1,20,20,20,-1,0,-2,1,40,0,140,28.549999,85,19,1,0
01ihaazc,PC15,8.6999998,Session 13,0,1,0,2,10,employee,6,0,0,2,firm,12,24,240,0,180,0,2,865,580,16,1,20,20,20,-1,0,-2,1,40,0,140,28.549999,85,19,1,0
01ihaazc,PC15,8.6999998,Session 13,0,1,0,1,11,public,6,0,0,4,public,0,0,0,0,120,0,1,865,580,16,1,20,20,20,-1,0,-2,1,40,0,140,28.549999,85,19,1,0
01ihaazc,PC15,8.6999998,Session 13,0,1,0,2,12,employee,6,0,0,3,firm,12,24,240,0,180,0,2,865,580,16,1,20,20,20,-1,0,-2,1,40,0,140,28.549999,85,19,1,0
09powayy,PC01,7.5999999,Session 25,1,1,1,3,1,public,6,0,0,4,public,0,0,0,0,120,0,1,755,570,13,2,50,26,0,1,0,0,2,20,3,80,7.8200002,85,22,3,0
09powayy,PC01,7.5999999,Session 25,1,1,1,2,2,employee,6,0,0,2,firm,12,24,180,0,165,0,2,755,570,13,2,50,26,0,1,0,0,2,20,3,80,7.8200002,85,22,3,0
09powayy,PC01,7.5999999,Session 25,1,1,1,3,3,public,6,0,0,4,public,0,0,0,0,120,0,0,755,570,13,2,50,26,0,1,0,0,2,20,3,80,7.8200002,85,22,3,0
09powayy,PC01,7.5999999,Session 25,1,1,1,2,4,employee,6,0,1,3,firm,12,24,180,0,165,0,4,755,570,13,2,50,26,0,1,0,0,2,20,3,80,7.8200002,85,22,3,0
09powayy,PC01,7.5999999,Session 25,1,1,1,3,5,public,6,0,0,4,public,0,0,0,0,120,0,0,755,570,13,2,50,26,0,1,0,0,2,20,3,80,7.8200002,85,22,3,0
09powayy,PC01,7.5999999,Session 25,1,1,1,2,6,employee,6,0,0,1,firm,12,24,180,0,165,0,4,755,570,13,2,50,26,0,1,0,0,2,20,3,80,7.8200002,85,22,3,0
09powayy,PC01,7.5999999,Session 25,1,1,1,3,7,public,6,0,0,4,public,0,0,0,0,120,0,2,755,570,13,2,50,26,0,1,0,0,2,20,3,80,7.8200002,85,22,3,0
09powayy,PC01,7.5999999,Session 25,1,1,1,2,8,employee,6,0,0,2,firm,12,24,180,0,165,1,3,755,570,13,2,50,26,0,1,0,0,2,20,3,80,7.8200002,85,22,3,0
09powayy,PC01,7.5999999,Session 25,1,1,1,3,9,public,6,0,0,4,public,0,0,0,0,100,1,1,755,570,13,2,50,26,0,1,0,0,2,20,3,80,7.8200002,85,22,3,0
09powayy,PC01,7.5999999,Session 25,1,1,1,2,10,employee,6,0,0,3,firm,12,24,180,0,165,0,3,755,570,13,2,50,26,0,1,0,0,2,20,3,80,7.8200002,85,22,3,0
09powayy,PC01,7.5999999,Session 25,1,1,1,3,11,public,6,0,0,4,public,0,0,0,0,120,0,3,755,570,13,2,50,26,0,1,0,0,2,20,3,80,7.8200002,85,22,3,0
09powayy,PC01,7.5999999,Session 25,1,1,1,2,12,employee,6,0,0,1,firm,12,24,180,0,165,0,3,755,570,13,2,50,26,0,1,0,0,2,20,3,80,7.8200002,85,22,3,0
0bocqlpc,PC05,8.6000004,Session 15,0,1,0,5,1,public,6,0,0,4,public,0,0,0,0,120,0,4,860,600,2,0,0,28,20,1,0,-1,2,20,1,120,7.8200002,100,23,2,1
0bocqlpc,PC05,8.6000004,Session 15,0,1,0,2,2,employee,6,0,0,3,firm,11,22,220,0,175,0,3,860,600,2,0,0,28,20,1,0,-1,2,20,1,120,7.8200002,100,23,2,1
0bocqlpc,PC05,8.6000004,Session 15,0,1,0,5,3,public,6,0,0,4,public,0,0,0,0,120,0,2,860,600,2,0,0,28,20,1,0,-1,2,20,1,120,7.8200002,100,23,2,1
0bocqlpc,PC05,8.6000004,Session 15,0,1,0,2,4,employee,6,0,0,1,firm,12,24,240,0,180,0,4,860,600,2,0,0,28,20,1,0,-1,2,20,1,120,7.8200002,100,23,2,1
0bocqlpc,PC05,8.6000004,Session 15,0,1,0,5,5,public,6,0,0,4,public,0,0,0,0,120,0,3,860,600,2,0,0,28,20,1,0,-1,2,20,1,120,7.8200002,100,23,2,1
0bocqlpc,PC05,8.6000004,Session 15,0,1,0,2,6,employee,6,0,0,2,firm,12,24,240,0,180,0,3,860,600,2,0,0,28,20,1,0,-1,2,20,1,120,7.8200002,100,23,2,1
0bocqlpc,PC05,8.6000004,Session 15,0,1,0,5,7,public,6,0,0,4,public,0,0,0,0,120,0,1,860,600,2,0,0,28,20,1,0,-1,2,20,1,120,7.8200002,100,23,2,1
0bocqlpc,PC05,8.6000004,Session 15,0,1,0,2,8,employee,6,0,0,3,firm,12,24,240,0,180,0,2,860,600,2,0,0,28,20,1,0,-1,2,20,1,120,7.8200002,100,23,2,1
0bocqlpc,PC05,8.6000004,Session 15,0,1,0,5,9,public,6,0,0,4,public,0,0,0,0,120,0,1,860,600,2,0,0,28,20,1,0,-1,2,20,1,120,7.8200002,100,23,2,1
0bocqlpc,PC05,8.6000004,Session 15,0,1,0,2,10,employee,6,0,0,1,firm,12,24,240,0,180,0,1,860,600,2,0,0,28,20,1,0,-1,2,20,1,120,7.8200002,100,23,2,1
0bocqlpc,PC05,8.6000004,Session 15,0,1,0,5,11,public,6,0,0,4,public,0,0,0,0,120,0,1,860,600,2,0,0,28,20,1,0,-1,2,20,1,120,7.8200002,100,23,2,1
0bocqlpc,PC05,8.6000004,Session 15,0,1,0,2,12,employee,6,0,0,2,firm,12,24,240,0,180,0,3,860,600,2,0,0,28,20,1,0,-1,2,20,1,120,7.8200002,100,23,2,1
0dt1mclw,PC07,6.9000001,Session 17,0,1,2,4,1,public,6,0,0,4,public,0,0,0,0,120,0,2,691,491,1,14,1,11,0,0,0,0,1,20,3,80,15.48,100,20,1,0
0dt1mclw,PC07,6.9000001,Session 17,0,1,2,3,2,employee,5,0,0,2,firm,11,11,82.5,0,121,1,1,691,491,1,14,1,11,0,0,0,0,1,20,3,80,15.48,100,20,1,0
0dt1mclw,PC07,6.9000001,Session 17,0,1,2,4,3,public,5,0,0,4,public,0,0,0,0,60,2,1,691,491,1,14,1,11,0,0,0,0,1,20,3,80,15.48,100,20,1,0
0dt1mclw,PC07,6.9000001,Session 17,0,1,2,3,4,employee,6,0,0,3,firm,12,24,360,1,210,1,0,691,491,1,14,1,11,0,0,0,0,1,20,3,80,15.48,100,20,1,0
0dt1mclw,PC07,6.9000001,Session 17,0,1,2,4,5,public,4,0,0,4,public,0,0,0,0,60,1,1,691,491,1,14,1,11,0,0,0,0,1,20,3,80,15.48,100,20,1,0
0dt1mclw,PC07,6.9000001,Session 17,0,1,2,3,6,employee,4,0,0,1,firm,10,20,150,0,118,2,1,691,491,1,14,1,11,0,0,0,0,1,20,3,80,15.48,100,20,1,0
0dt1mclw,PC07,6.9000001,Session 17,0,1,2,4,7,public,6,0,0,4,public,0,0,0,0,100,1,1,691,491,1,14,1,11,0,0,0,0,1,20,3,80,15.48,100,20,1,0
0dt1mclw,PC07,6.9000001,Session 17,0,1,2,3,8,employee,6,0,0,2,firm,12,12,90,0,143,1,0,691,491,1,14,1,11,0,0,0,0,1,20,3,80,15.48,100,20,1,0
0dt1mclw,PC07,6.9000001,Session 17,0,1,2,4,9,public,6,0,0,4,public,0,0,0,0,80,2,2,691,491,1,14,1,11,0,0,0,0,1,20,3,80,15.48,100,20,1,0
0dt1mclw,PC07,6.9000001,Session 17,0,1,2,3,10,employee,6,0,1,3,firm,12,24,180,0,165,1,1,691,491,1,14,1,11,0,0,0,0,1,20,3,80,15.48,100,20,1,0
0dt1mclw,PC07,6.9000001,Session 17,0,1,2,4,11,public,5,0,0,4,public,0,0,0,0,80,1,1,691,491,1,14,1,11,0,0,0,0,1,20,3,80,15.48,100,20,1,0
0dt1mclw,PC07,6.9000001,Session 17,0,1,2,3,12,employee,5,0,0,1,firm,11,22,165,0,141,1,0,691,491,1,14,1,11,0,0,0,0,1,20,3,80,15.48,100,20,1,0
0f6i3mdc,PC04,11.7,Session 27,1,1,1,1,1,manager,1,0,0,2,firm,12,12,90,0,165,1,1,1173,990,18,19,36,14,20,-2,0,-2,1,10,4,60,45,93,28,1,1
0f6i3mdc,PC04,11.7,Session 27,1,1,1,1,2,manager,0,1,0,2,firm,12,24,180,0,210,2,1,1173,990,18,19,36,14,20,-2,0,-2,1,10,4,60,45,93,28,1,1
0f6i3mdc,PC04,11.7,Session 27,1,1,1,1,3,manager,4,0,0,2,firm,12,24,180,0,210,2,2,1173,990,18,19,36,14,20,-2,0,-2,1,10,4,60,45,93,28,1,1
0f6i3mdc,PC04,11.7,Session 27,1,1,1,1,4,manager,4,0,0,2,firm,12,24,360,1,300,2,0,1173,990,18,19,36,14,20,-2,0,-2,1,10,4,60,45,93,28,1,1
0f6i3mdc,PC04,11.7,Session 27,1,1,1,1,5,manager,3,0,0,2,firm,12,24,180,0,210,2,4,1173,990,18,19,36,14,20,-2,0,-2,1,10,4,60,45,93,28,1,1
0f6i3mdc,PC04,11.7,Session 27,1,1,1,1,6,manager,0,1,0,2,firm,12,24,180,0,210,2,0,1173,990,18,19,36,14,20,-2,0,-2,1,10,4,60,45,93,28,1,1
0f6i3mdc,PC04,11.7,Session 27,1,1,1,1,7,manager,4,0,0,2,firm,12,24,180,0,210,1,3,1173,990,18,19,36,14,20,-2,0,-2,1,10,4,60,45,93,28,1,1
0f6i3mdc,PC04,11.7,Session 27,1,1,1,1,8,manager,0,1,0,2,firm,12,24,180,0,210,2,0,1173,990,18,19,36,14,20,-2,0,-2,1,10,4,60,45,93,28,1,1
0f6i3mdc,PC04,11.7,Session 27,1,1,1,1,9,manager,3,0,0,2,firm,11,22,330,1,285,1,2,1173,990,18,19,36,14,20,-2,0,-2,1,10,4,60,45,93,28,1,1
0f6i3mdc,PC04,11.7,Session 27,1,1,1,1,10,manager,4,0,0,2,firm,12,24,180,0,210,1,0,1173,990,18,19,36,14,20,-2,0,-2,1,10,4,60,45,93,28,1,1
0f6i3mdc,PC04,11.7,Session 27,1,1,1,1,11,manager,0,1,0,2,firm,8,16,120,0,180,2,1,1173,990,18,19,36,14,20,-2,0,-2,1,10,4,60,45,93,28,1,1
0f6i3mdc,PC04,11.7,Session 27,1,1,1,1,12,manager,3,0,0,2,firm,12,24,360,1,300,1,0,1173,990,18,19,36,14,20,-2,0,-2,1,10,4,60,45,93,28,1,1
0mi89bgx,PC08,11.2,Session 19,0,1,2,1,1,manager,5,0,0,3,firm,12,24,360,1,300,0,1,1123,840,18,0,6,8,20,-1,0,1,1,30,0,140,32.560001,93,32,2,1
0mi89bgx,PC08,11.2,Session 19,0,1,2,1,2,manager,6,0,0,3,firm,12,24,360,1,300,0,0,1123,840,18,0,6,8,20,-1,0,1,1,30,0,140,32.560001,93,32,2,1
0mi89bgx,PC08,11.2,Session 19,0,1,2,1,3,manager,6,0,0,3,firm,12,24,180,0,210,0,1,1123,840,18,0,6,8,20,-1,0,1,1,30,0,140,32.560001,93,32,2,1
0mi89bgx,PC08,11.2,Session 19,0,1,2,1,4,manager,6,0,0,3,firm,12,24,180,0,210,0,0,1123,840,18,0,6,8,20,-1,0,1,1,30,0,140,32.560001,93,32,2,1
0mi89bgx,PC08,11.2,Session 19,0,1,2,1,5,manager,6,0,0,3,firm,12,24,180,0,210,0,2,1123,840,18,0,6,8,20,-1,0,1,1,30,0,140,32.560001,93,32,2,1
0mi89bgx,PC08,11.2,Session 19,0,1,2,1,6,manager,6,0,0,3,firm,12,24,180,0,210,0,1,1123,840,18,0,6,8,20,-1,0,1,1,30,0,140,32.560001,93,32,2,1
0mi89bgx,PC08,11.2,Session 19,0,1,2,1,7,manager,6,0,0,3,firm,12,24,360,1,300,0,1,1123,840,18,0,6,8,20,-1,0,1,1,30,0,140,32.560001,93,32,2,1
0mi89bgx,PC08,11.2,Session 19,0,1,2,1,8,manager,6,0,0,3,firm,12,24,180,0,210,0,0,1123,840,18,0,6,8,20,-1,0,1,1,30,0,140,32.560001,93,32,2,1
0mi89bgx,PC08,11.2,Session 19,0,1,2,1,9,manager,5,0,0,3,firm,12,24,180,0,210,0,1,1123,840,18,0,6,8,20,-1,0,1,1,30,0,140,32.560001,93,32,2,1
0mi89bgx,PC08,11.2,Session 19,0,1,2,1,10,manager,5,0,0,3,firm,12,24,180,0,210,0,0,1123,840,18,0,6,8,20,-1,0,1,1,30,0,140,32.560001,93,32,2,1
0mi89bgx,PC08,11.2,Session 19,0,1,2,1,11,manager,5,0,0,3,firm,12,24,180,0,210,0,1,1123,840,18,0,6,8,20,-1,0,1,1,30,0,140,32.560001,93,32,2,1
0mi89bgx,PC08,11.2,Session 19,0,1,2,1,12,manager,6,0,0,3,firm,12,24,180,0,210,0,0,1123,840,18,0,6,8,20,-1,0,1,1,30,0,140,32.560001,93,32,2,1
0n8pcy41,PC01,8.3000002,Session 26,1,1,0,2,1,employee,6,0,0,2,firm,12,12,120,0,150,0,2,825,550,15,2,30,19,0,0,2,-1,1,10,1,180,7.8200002,85,24,2,0
0n8pcy41,PC01,8.3000002,Session 26,1,1,0,3,2,public,6,0,0,4,public,0,0,0,0,100,1,0,825,550,15,2,30,19,0,0,2,-1,1,10,1,180,7.8200002,85,24,2,0
0n8pcy41,PC01,8.3000002,Session 26,1,1,0,2,3,employee,6,0,0,3,firm,12,12,120,0,150,0,3,825,550,15,2,30,19,0,0,2,-1,1,10,1,180,7.8200002,85,24,2,0
0n8pcy41,PC01,8.3000002,Session 26,1,1,0,3,4,public,5,0,0,4,public,0,0,0,0,100,0,0,825,550,15,2,30,19,0,0,2,-1,1,10,1,180,7.8200002,85,24,2,0
0n8pcy41,PC01,8.3000002,Session 26,1,1,0,2,5,employee,6,0,0,1,firm,12,24,240,0,180,0,3,825,550,15,2,30,19,0,0,2,-1,1,10,1,180,7.8200002,85,24,2,0
0n8pcy41,PC01,8.3000002,Session 26,1,1,0,3,6,public,6,0,0,4,public,0,0,0,0,100,1,0,825,550,15,2,30,19,0,0,2,-1,1,10,1,180,7.8200002,85,24,2,0
0n8pcy41,PC01,8.3000002,Session 26,1,1,0,2,7,employee,6,0,0,2,firm,12,24,240,0,180,0,3,825,550,15,2,30,19,0,0,2,-1,1,10,1,180,7.8200002,85,24,2,0
0n8pcy41,PC01,8.3000002,Session 26,1,1,0,3,8,public,6,0,0,4,public,0,0,0,0,120,0,0,825,550,15,2,30,19,0,0,2,-1,1,10,1,180,7.8200002,85,24,2,0
0n8pcy41,PC01,8.3000002,Session 26,1,1,0,2,9,employee,6,0,0,3,firm,12,24,240,0,180,0,3,825,550,15,2,30,19,0,0,2,-1,1,10,1,180,7.8200002,85,24,2,0
0n8pcy41,PC01,8.3000002,Session 26,1,1,0,3,10,public,6,0,0,4,public,0,0,0,0,120,0,1,825,550,15,2,30,19,0,0,2,-1,1,10,1,180,7.8200002,85,24,2,0
0n8pcy41,PC01,8.3000002,Session 26,1,1,0,2,11,employee,6,0,0,1,firm,12,24,240,0,180,0,4,825,550,15,2,30,19,0,0,2,-1,1,10,1,180,7.8200002,85,24,2,0
0n8pcy41,PC01,8.3000002,Session 26,1,1,0,3,12,public,6,0,0,4,public,0,0,0,0,120,0,0,825,550,15,2,30,19,0,0,2,-1,1,10,1,180,7.8200002,85,24,2,0
0p78hegs,PC10,8.5,Session 21,1,1,1,3,1,employee,6,0,0,1,firm,12,12,90,0,143,0,1,845,575,6,4,18,19,40,-1,-1,-1,0,10,1,120,23.959999,100,21,1,0
0p78hegs,PC10,8.5,Session 21,1,1,1,2,2,public,6,0,0,4,public,0,0,0,0,100,1,1,845,575,6,4,18,19,40,-1,-1,-1,0,10,1,120,23.959999,100,21,1,0
0p78hegs,PC10,8.5,Session 21,1,1,1,3,3,employee,6,0,0,2,firm,12,24,180,0,165,0,1,845,575,6,4,18,19,40,-1,-1,-1,0,10,1,120,23.959999,100,21,1,0
0p78hegs,PC10,8.5,Session 21,1,1,1,2,4,public,6,0,0,4,public,0,0,0,0,80,2,2,845,575,6,4,18,19,40,-1,-1,-1,0,10,1,120,23.959999,100,21,1,0
0p78hegs,PC10,8.5,Session 21,1,1,1,3,5,employee,6,0,0,3,firm,12,24,180,0,165,0,2,845,575,6,4,18,19,40,-1,-1,-1,0,10,1,120,23.959999,100,21,1,0
0p78hegs,PC10,8.5,Session 21,1,1,1,2,6,public,6,0,0,4,public,0,0,0,0,120,0,2,845,575,6,4,18,19,40,-1,-1,-1,0,10,1,120,23.959999,100,21,1,0
0p78hegs,PC10,8.5,Session 21,1,1,1,3,7,employee,6,0,0,1,firm,12,24,180,0,165,0,1,845,575,6,4,18,19,40,-1,-1,-1,0,10,1,120,23.959999,100,21,1,0
0p78hegs,PC10,8.5,Session 21,1,1,1,2,8,public,6,0,0,4,public,0,0,0,0,120,0,2,845,575,6,4,18,19,40,-1,-1,-1,0,10,1,120,23.959999,100,21,1,0
0p78hegs,PC10,8.5,Session 21,1,1,1,3,9,employee,6,0,1,2,firm,12,24,180,0,165,0,2,845,575,6,4,18,19,40,-1,-1,-1,0,10,1,120,23.959999,100,21,1,0
0p78hegs,PC10,8.5,Session 21,1,1,1,2,10,public,6,0,0,4,public,0,0,0,0,120,0,2,845,575,6,4,18,19,40,-1,-1,-1,0,10,1,120,23.959999,100,21,1,0
0p78hegs,PC10,8.5,Session 21,1,1,1,3,11,employee,6,0,0,3,firm,12,24,360,1,210,1,1,845,575,6,4,18,19,40,-1,-1,-1,0,10,1,120,23.959999,100,21,1,0
0p78hegs,PC10,8.5,Session 21,1,1,1,2,12,public,6,0,0,4,public,0,0,0,0,120,0,2,845,575,6,4,18,19,40,-1,-1,-1,0,10,1,120,23.959999,100,21,1,0
0pum8frb,PC05,11.7,Session 22,1,1,0,1,1,manager,1,0,0,1,firm,12,12,120,0,180,0,1,1165,900,10,11,18,23,20,-1,0,-1,1,20,0,140,28.610001,85,19,1,0
0pum8frb,PC05,11.7,Session 22,1,1,0,1,2,manager,4,0,0,1,firm,12,24,240,0,240,1,1,1165,900,10,11,18,23,20,-1,0,-1,1,20,0,140,28.610001,85,19,1,0
0pum8frb,PC05,11.7,Session 22,1,1,0,1,3,manager,2,0,0,1,firm,12,12,120,0,180,1,0,1165,900,10,11,18,23,20,-1,0,-1,1,20,0,140,28.610001,85,19,1,0
0pum8frb,PC05,11.7,Session 22,1,1,0,1,4,manager,4,0,0,1,firm,12,24,240,0,240,1,2,1165,900,10,11,18,23,20,-1,0,-1,1,20,0,140,28.610001,85,19,1,0
0pum8frb,PC05,11.7,Session 22,1,1,0,1,5,manager,3,0,0,1,firm,12,24,240,0,240,1,4,1165,900,10,11,18,23,20,-1,0,-1,1,20,0,140,28.610001,85,19,1,0
0pum8frb,PC05,11.7,Session 22,1,1,0,1,6,manager,2,0,0,1,firm,12,12,120,0,180,1,3,1165,900,10,11,18,23,20,-1,0,-1,1,20,0,140,28.610001,85,19,1,0
0pum8frb,PC05,11.7,Session 22,1,1,0,1,7,manager,2,0,0,1,firm,12,12,120,0,180,1,3,1165,900,10,11,18,23,20,-1,0,-1,1,20,0,140,28.610001,85,19,1,0
0pum8frb,PC05,11.7,Session 22,1,1,0,1,8,manager,4,0,0,1,firm,12,24,240,0,240,1,2,1165,900,10,11,18,23,20,-1,0,-1,1,20,0,140,28.610001,85,19,1,0
0pum8frb,PC05,11.7,Session 22,1,1,0,1,9,manager,4,0,0,1,firm,12,24,240,0,240,1,2,1165,900,10,11,18,23,20,-1,0,-1,1,20,0,140,28.610001,85,19,1,0
0pum8frb,PC05,11.7,Session 22,1,1,0,1,10,manager,3,0,0,1,firm,12,24,240,0,240,1,1,1165,900,10,11,18,23,20,-1,0,-1,1,20,0,140,28.610001,85,19,1,0
0pum8frb,PC05,11.7,Session 22,1,1,0,1,11,manager,4,0,0,1,firm,12,24,240,0,240,1,2,1165,900,10,11,18,23,20,-1,0,-1,1,20,0,140,28.610001,85,19,1,0
0pum8frb,PC05,11.7,Session 22,1,1,0,1,12,manager,4,0,0,1,firm,12,24,240,0,240,1,2,1165,900,10,11,18,23,20,-1,0,-1,1,20,0,140,28.610001,85,19,1,0
0saf7cd3,PC11,9.1999998,Session 15,0,1,0,3,1,public,6,0,0,4,public,0,0,0,0,120,0,4,919,600,18,0,18,28,0,-2,-1,-2,0,10,2,220,16.139999,89,19,3,0
0saf7cd3,PC11,9.1999998,Session 15,0,1,0,2,2,employee,6,0,1,2,firm,12,24,240,0,180,0,3,919,600,18,0,18,28,0,-2,-1,-2,0,10,2,220,16.139999,89,19,3,0
0saf7cd3,PC11,9.1999998,Session 15,0,1,0,3,3,public,6,0,0,4,public,0,0,0,0,120,0,2,919,600,18,0,18,28,0,-2,-1,-2,0,10,2,220,16.139999,89,19,3,0
0saf7cd3,PC11,9.1999998,Session 15,0,1,0,2,4,employee,6,0,1,3,firm,12,24,240,0,180,0,4,919,600,18,0,18,28,0,-2,-1,-2,0,10,2,220,16.139999,89,19,3,0
0saf7cd3,PC11,9.1999998,Session 15,0,1,0,3,5,public,6,0,0,4,public,0,0,0,0,120,0,3,919,600,18,0,18,28,0,-2,-1,-2,0,10,2,220,16.139999,89,19,3,0
0saf7cd3,PC11,9.1999998,Session 15,0,1,0,2,6,employee,6,0,0,1,firm,12,24,240,0,180,0,3,919,600,18,0,18,28,0,-2,-1,-2,0,10,2,220,16.139999,89,19,3,0
0saf7cd3,PC11,9.1999998,Session 15,0,1,0,3,7,public,6,0,0,4,public,0,0,0,0,120,0,1,919,600,18,0,18,28,0,-2,-1,-2,0,10,2,220,16.139999,89,19,3,0
0saf7cd3,PC11,9.1999998,Session 15,0,1,0,2,8,employee,6,0,1,2,firm,12,24,240,0,180,0,2,919,600,18,0,18,28,0,-2,-1,-2,0,10,2,220,16.139999,89,19,3,0
0saf7cd3,PC11,9.1999998,Session 15,0,1,0,3,9,public,6,0,0,4,public,0,0,0,0,120,0,1,919,600,18,0,18,28,0,-2,-1,-2,0,10,2,220,16.139999,89,19,3,0
0saf7cd3,PC11,9.1999998,Session 15,0,1,0,2,10,employee,6,0,0,3,firm,12,24,240,0,180,0,1,919,600,18,0,18,28,0,-2,-1,-2,0,10,2,220,16.139999,89,19,3,0
0saf7cd3,PC11,9.1999998,Session 15,0,1,0,3,11,public,6,0,0,4,public,0,0,0,0,120,0,1,919,600,18,0,18,28,0,-2,-1,-2,0,10,2,220,16.139999,89,19,3,0
0saf7cd3,PC11,9.1999998,Session 15,0,1,0,2,12,employee,6,0,0,1,firm,12,24,240,0,180,0,3,919,600,18,0,18,28,0,-2,-1,-2,0,10,2,220,16.139999,89,19,3,0
0sf3b3jd,PC07,8.3999996,Session 12,0,1,0,2,1,employee,6,0,0,2,firm,12,24,240,0,180,0,2,835,600,25,0,50,18,0,-1,1,-1,0,10,0,140,45,85,28,0,1
0sf3b3jd,PC07,8.3999996,Session 12,0,1,0,3,2,public,6,0,0,4,public,0,0,0,0,120,0,1,835,600,25,0,50,18,0,-1,1,-1,0,10,0,140,45,85,28,0,1
0sf3b3jd,PC07,8.3999996,Session 12,0,1,0,2,3,employee,6,0,1,3,firm,12,24,240,0,180,0,3,835,600,25,0,50,18,0,-1,1,-1,0,10,0,140,45,85,28,0,1
0sf3b3jd,PC07,8.3999996,Session 12,0,1,0,3,4,public,6,0,0,4,public,0,0,0,0,120,0,1,835,600,25,0,50,18,0,-1,1,-1,0,10,0,140,45,85,28,0,1
0sf3b3jd,PC07,8.3999996,Session 12,0,1,0,2,5,employee,6,0,1,1,firm,12,24,240,0,180,0,2,835,600,25,0,50,18,0,-1,1,-1,0,10,0,140,45,85,28,0,1
0sf3b3jd,PC07,8.3999996,Session 12,0,1,0,3,6,public,6,0,0,4,public,0,0,0,0,120,0,1,835,600,25,0,50,18,0,-1,1,-1,0,10,0,140,45,85,28,0,1
0sf3b3jd,PC07,8.3999996,Session 12,0,1,0,2,7,employee,6,0,1,2,firm,12,24,240,0,180,0,3,835,600,25,0,50,18,0,-1,1,-1,0,10,0,140,45,85,28,0,1
0sf3b3jd,PC07,8.3999996,Session 12,0,1,0,3,8,public,6,0,0,4,public,0,0,0,0,120,0,2,835,600,25,0,50,18,0,-1,1,-1,0,10,0,140,45,85,28,0,1
0sf3b3jd,PC07,8.3999996,Session 12,0,1,0,2,9,employee,6,0,1,3,firm,12,24,240,0,180,0,2,835,600,25,0,50,18,0,-1,1,-1,0,10,0,140,45,85,28,0,1
0sf3b3jd,PC07,8.3999996,Session 12,0,1,0,3,10,public,6,0,0,4,public,0,0,0,0,120,0,1,835,600,25,0,50,18,0,-1,1,-1,0,10,0,140,45,85,28,0,1
0sf3b3jd,PC07,8.3999996,Session 12,0,1,0,2,11,employee,6,0,0,1,firm,12,24,240,0,180,0,0,835,600,25,0,50,18,0,-1,1,-1,0,10,0,140,45,85,28,0,1
0sf3b3jd,PC07,8.3999996,Session 12,0,1,0,3,12,public,6,0,0,4,public,0,0,0,0,120,0,0,835,600,25,0,50,18,0,-1,1,-1,0,10,0,140,45,85,28,0,1
1622pi0r,PC05,9.6000004,Session 05,0,0,0,5,1,public,0,0,0,4,public,0,0,0,0,140,0,3,955,635,2,3,2,10,20,0,0,0,0,20,1,180,7.8200002,100,41,1,1
1622pi0r,PC05,9.6000004,Session 05,0,0,0,2,2,employee,6,0,0,3,firm,12,24,240,0,180,0,1,955,635,2,3,2,10,20,0,0,0,0,20,1,180,7.8200002,100,41,1,1
1622pi0r,PC05,9.6000004,Session 05,0,0,0,5,3,public,0,0,0,4,public,0,0,0,0,140,0,2,955,635,2,3,2,10,20,0,0,0,0,20,1,180,7.8200002,100,41,1,1
