participantcode,participantlabel,payoff_final,sessionlabel,location,task,treatment,id_in_group,round,role,correct,cheat,whistle,group_id,role_group,output_employees,output_firm,surplus_firm,winning_firm,payoff,cheaters,whistlers,payoff_total,payoff_game,belief_cheat,total_cheaters,belief_whistle,total_whistlers,payoff_beliefs,morality_manager,morality_employee,morality_public,firm_loyalty,payoff_judgements,risk,payoff_risk,svo,payoff_svo,age,study,gender
wjsh16ls,PC11,8.8999996,Session 01,0,0,1,2,12,employee,6,0,0,1,firm,12,24,360,1,210,0,0,885,655,16,0,25,16,0,-1,0,-2,1,30,2,100,26.040001,100,20,2,0
wjtn3gbe,PC14,7.5999999,Session 15,0,1,0,3,1,employee,6,0,1,2,firm,12,12,120,0,150,0,4,760,595,18,0,14,28,0,0,0,-1,2,20,4,60,7.8200002,85,23,0,1
wjtn3gbe,PC14,7.5999999,Session 15,0,1,0,4,2,public,6,0,0,4,public,0,0,0,0,120,0,3,760,595,18,0,14,28,0,0,0,-1,2,20,4,60,7.8200002,85,23,0,1
wjtn3gbe,PC14,7.5999999,Session 15,0,1,0,3,3,employee,6,0,0,3,firm,12,24,240,0,180,0,2,760,595,18,0,14,28,0,0,0,-1,2,20,4,60,7.8200002,85,23,0,1
wjtn3gbe,PC14,7.5999999,Session 15,0,1,0,4,4,public,6,0,0,4,public,0,0,0,0,120,0,4,760,595,18,0,14,28,0,0,0,-1,2,20,4,60,7.8200002,85,23,0,1
wjtn3gbe,PC14,7.5999999,Session 15,0,1,0,3,5,employee,6,0,0,1,firm,12,24,240,0,180,0,3,760,595,18,0,14,28,0,0,0,-1,2,20,4,60,7.8200002,85,23,0,1
wjtn3gbe,PC14,7.5999999,Session 15,0,1,0,4,6,public,6,0,0,4,public,0,0,0,0,120,0,3,760,595,18,0,14,28,0,0,0,-1,2,20,4,60,7.8200002,85,23,0,1
wjtn3gbe,PC14,7.5999999,Session 15,0,1,0,3,7,employee,6,0,0,2,firm,12,24,240,0,180,0,1,760,595,18,0,14,28,0,0,0,-1,2,20,4,60,7.8200002,85,23,0,1
wjtn3gbe,PC14,7.5999999,Session 15,0,1,0,4,8,public,6,0,0,4,public,0,0,0,0,120,0,2,760,595,18,0,14,28,0,0,0,-1,2,20,4,60,7.8200002,85,23,0,1
wjtn3gbe,PC14,7.5999999,Session 15,0,1,0,3,9,employee,6,0,0,3,firm,12,24,240,0,180,0,1,760,595,18,0,14,28,0,0,0,-1,2,20,4,60,7.8200002,85,23,0,1
wjtn3gbe,PC14,7.5999999,Session 15,0,1,0,4,10,public,6,0,0,4,public,0,0,0,0,120,0,1,760,595,18,0,14,28,0,0,0,-1,2,20,4,60,7.8200002,85,23,0,1
wjtn3gbe,PC14,7.5999999,Session 15,0,1,0,3,11,employee,6,0,0,1,firm,11,22,220,0,175,0,1,760,595,18,0,14,28,0,0,0,-1,2,20,4,60,7.8200002,85,23,0,1
wjtn3gbe,PC14,7.5999999,Session 15,0,1,0,4,12,public,6,0,0,4,public,0,0,0,0,120,0,3,760,595,18,0,14,28,0,0,0,-1,2,20,4,60,7.8200002,85,23,0,1
wkhobjrb,PC01,9.3999996,Session 11,0,1,1,3,1,public,6,0,0,4,public,0,0,0,0,120,0,1,935,660,15,8,20,17,20,-1,0,-2,-1,30,0,140,8.3900003,85,21,1,1
wkhobjrb,PC01,9.3999996,Session 11,0,1,1,2,2,employee,6,0,0,2,firm,12,24,180,0,165,2,1,935,660,15,8,20,17,20,-1,0,-2,-1,30,0,140,8.3900003,85,21,1,1
wkhobjrb,PC01,9.3999996,Session 11,0,1,1,3,3,public,6,0,0,4,public,0,0,0,0,120,0,2,935,660,15,8,20,17,20,-1,0,-2,-1,30,0,140,8.3900003,85,21,1,1
wkhobjrb,PC01,9.3999996,Session 11,0,1,1,2,4,employee,6,0,0,3,firm,12,24,360,1,210,0,1,935,660,15,8,20,17,20,-1,0,-2,-1,30,0,140,8.3900003,85,21,1,1
wkhobjrb,PC01,9.3999996,Session 11,0,1,1,3,5,public,6,0,0,4,public,0,0,0,0,120,0,0,935,660,15,8,20,17,20,-1,0,-2,-1,30,0,140,8.3900003,85,21,1,1
wkhobjrb,PC01,9.3999996,Session 11,0,1,1,2,6,employee,6,0,0,1,firm,12,24,360,1,210,2,2,935,660,15,8,20,17,20,-1,0,-2,-1,30,0,140,8.3900003,85,21,1,1
wkhobjrb,PC01,9.3999996,Session 11,0,1,1,3,7,public,6,0,0,4,public,0,0,0,0,80,2,1,935,660,15,8,20,17,20,-1,0,-2,-1,30,0,140,8.3900003,85,21,1,1
wkhobjrb,PC01,9.3999996,Session 11,0,1,1,2,8,employee,6,0,0,2,firm,12,12,90,0,143,0,2,935,660,15,8,20,17,20,-1,0,-2,-1,30,0,140,8.3900003,85,21,1,1
wkhobjrb,PC01,9.3999996,Session 11,0,1,1,3,9,public,6,0,0,4,public,0,0,0,0,120,0,1,935,660,15,8,20,17,20,-1,0,-2,-1,30,0,140,8.3900003,85,21,1,1
wkhobjrb,PC01,9.3999996,Session 11,0,1,1,2,10,employee,6,0,0,3,firm,12,24,180,0,165,1,3,935,660,15,8,20,17,20,-1,0,-2,-1,30,0,140,8.3900003,85,21,1,1
wkhobjrb,PC01,9.3999996,Session 11,0,1,1,3,11,public,6,0,0,4,public,0,0,0,0,120,0,1,935,660,15,8,20,17,20,-1,0,-2,-1,30,0,140,8.3900003,85,21,1,1
wkhobjrb,PC01,9.3999996,Session 11,0,1,1,2,12,employee,6,0,0,1,firm,12,24,360,1,210,1,2,935,660,15,8,20,17,20,-1,0,-2,-1,30,0,140,8.3900003,85,21,1,1
wllz37r8,PC03,10.2,Session 02,0,0,0,5,1,public,0,0,0,4,public,0,0,0,0,140,0,1,1020,640,3,10,12,14,20,0,1,0,2,0,3,260,8.5299997,100,26,1,1
wllz37r8,PC03,10.2,Session 02,0,0,0,2,2,employee,6,0,0,3,firm,12,24,240,0,180,2,1,1020,640,3,10,12,14,20,0,1,0,2,0,3,260,8.5299997,100,26,1,1
wllz37r8,PC03,10.2,Session 02,0,0,0,5,3,public,0,0,0,4,public,0,0,0,0,140,0,1,1020,640,3,10,12,14,20,0,1,0,2,0,3,260,8.5299997,100,26,1,1
wllz37r8,PC03,10.2,Session 02,0,0,0,2,4,employee,6,0,1,1,firm,12,24,240,0,180,1,3,1020,640,3,10,12,14,20,0,1,0,2,0,3,260,8.5299997,100,26,1,1
wllz37r8,PC03,10.2,Session 02,0,0,0,5,5,public,0,0,0,4,public,0,0,0,0,140,0,1,1020,640,3,10,12,14,20,0,1,0,2,0,3,260,8.5299997,100,26,1,1
wllz37r8,PC03,10.2,Session 02,0,0,0,2,6,employee,6,0,0,2,firm,12,24,240,0,180,2,2,1020,640,3,10,12,14,20,0,1,0,2,0,3,260,8.5299997,100,26,1,1
wllz37r8,PC03,10.2,Session 02,0,0,0,5,7,public,0,0,0,4,public,0,0,0,0,120,1,1,1020,640,3,10,12,14,20,0,1,0,2,0,3,260,8.5299997,100,26,1,1
wllz37r8,PC03,10.2,Session 02,0,0,0,2,8,employee,6,0,0,3,firm,12,12,120,0,150,1,1,1020,640,3,10,12,14,20,0,1,0,2,0,3,260,8.5299997,100,26,1,1
wllz37r8,PC03,10.2,Session 02,0,0,0,5,9,public,0,0,0,4,public,0,0,0,0,120,1,0,1020,640,3,10,12,14,20,0,1,0,2,0,3,260,8.5299997,100,26,1,1
wllz37r8,PC03,10.2,Session 02,0,0,0,2,10,employee,6,0,0,1,firm,12,24,240,0,180,1,1,1020,640,3,10,12,14,20,0,1,0,2,0,3,260,8.5299997,100,26,1,1
wllz37r8,PC03,10.2,Session 02,0,0,0,5,11,public,0,0,0,4,public,0,0,0,0,140,0,1,1020,640,3,10,12,14,20,0,1,0,2,0,3,260,8.5299997,100,26,1,1
wllz37r8,PC03,10.2,Session 02,0,0,0,2,12,employee,6,0,0,2,firm,12,24,240,0,180,1,1,1020,640,3,10,12,14,20,0,1,0,2,0,3,260,8.5299997,100,26,1,1
wlxs871c,PC05,8.1999998,Session 02,0,0,0,1,1,public,0,0,0,4,public,0,0,0,0,140,0,1,823,610,10,10,30,14,20,-2,-1,-2,-2,0,2,100,34.880001,93,23,0,0
wlxs871c,PC05,8.1999998,Session 02,0,0,0,2,2,employee,6,0,1,1,firm,12,24,240,0,155,2,1,823,610,10,10,30,14,20,-2,-1,-2,-2,0,2,100,34.880001,93,23,0,0
wlxs871c,PC05,8.1999998,Session 02,0,0,0,1,3,public,0,0,0,4,public,0,0,0,0,140,0,1,823,610,10,10,30,14,20,-2,-1,-2,-2,0,2,100,34.880001,93,23,0,0
wlxs871c,PC05,8.1999998,Session 02,0,0,0,2,4,employee,6,0,1,2,firm,12,24,240,0,180,1,3,823,610,10,10,30,14,20,-2,-1,-2,-2,0,2,100,34.880001,93,23,0,0
wlxs871c,PC05,8.1999998,Session 02,0,0,0,1,5,public,0,0,0,4,public,0,0,0,0,140,0,1,823,610,10,10,30,14,20,-2,-1,-2,-2,0,2,100,34.880001,93,23,0,0
wlxs871c,PC05,8.1999998,Session 02,0,0,0,2,6,employee,6,0,1,3,firm,12,24,240,0,180,2,2,823,610,10,10,30,14,20,-2,-1,-2,-2,0,2,100,34.880001,93,23,0,0
wlxs871c,PC05,8.1999998,Session 02,0,0,0,1,7,public,0,0,0,4,public,0,0,0,0,120,1,1,823,610,10,10,30,14,20,-2,-1,-2,-2,0,2,100,34.880001,93,23,0,0
wlxs871c,PC05,8.1999998,Session 02,0,0,0,2,8,employee,6,0,1,1,firm,12,24,240,0,180,1,1,823,610,10,10,30,14,20,-2,-1,-2,-2,0,2,100,34.880001,93,23,0,0
wlxs871c,PC05,8.1999998,Session 02,0,0,0,1,9,public,0,0,0,4,public,0,0,0,0,120,1,0,823,610,10,10,30,14,20,-2,-1,-2,-2,0,2,100,34.880001,93,23,0,0
wlxs871c,PC05,8.1999998,Session 02,0,0,0,2,10,employee,6,0,1,2,firm,12,24,240,0,180,1,1,823,610,10,10,30,14,20,-2,-1,-2,-2,0,2,100,34.880001,93,23,0,0
wlxs871c,PC05,8.1999998,Session 02,0,0,0,1,11,public,0,0,0,4,public,0,0,0,0,140,0,1,823,610,10,10,30,14,20,-2,-1,-2,-2,0,2,100,34.880001,93,23,0,0
wlxs871c,PC05,8.1999998,Session 02,0,0,0,2,12,employee,6,0,1,3,firm,12,12,120,0,150,1,1,823,610,10,10,30,14,20,-2,-1,-2,-2,0,2,100,34.880001,93,23,0,0
wm5frrns,PC14,10,Session 17,0,1,2,1,1,manager,0,0,0,2,firm,12,12,180,1,210,0,2,998,743,3,14,7,11,0,-1,-1,-1,1,30,0,140,45,85,31,1,1
wm5frrns,PC14,10,Session 17,0,1,2,1,2,manager,2,0,0,2,firm,11,11,82.5,0,161,1,1,998,743,3,14,7,11,0,-1,-1,-1,1,30,0,140,45,85,31,1,1
wm5frrns,PC14,10,Session 17,0,1,2,1,3,manager,0,1,0,2,firm,12,24,180,0,210,2,1,998,743,3,14,7,11,0,-1,-1,-1,1,30,0,140,45,85,31,1,1
wm5frrns,PC14,10,Session 17,0,1,2,1,4,manager,2,0,0,2,firm,12,12,90,0,165,1,0,998,743,3,14,7,11,0,-1,-1,-1,1,30,0,140,45,85,31,1,1
wm5frrns,PC14,10,Session 17,0,1,2,1,5,manager,2,0,0,2,firm,12,12,90,0,165,1,1,998,743,3,14,7,11,0,-1,-1,-1,1,30,0,140,45,85,31,1,1
wm5frrns,PC14,10,Session 17,0,1,2,1,6,manager,0,1,0,2,firm,12,24,360,1,300,2,1,998,743,3,14,7,11,0,-1,-1,-1,1,30,0,140,45,85,31,1,1
wm5frrns,PC14,10,Session 17,0,1,2,1,7,manager,1,0,0,2,firm,12,12,180,1,210,1,1,998,743,3,14,7,11,0,-1,-1,-1,1,30,0,140,45,85,31,1,1
wm5frrns,PC14,10,Session 17,0,1,2,1,8,manager,1,0,0,2,firm,12,12,90,0,165,1,0,998,743,3,14,7,11,0,-1,-1,-1,1,30,0,140,45,85,31,1,1
wm5frrns,PC14,10,Session 17,0,1,2,1,9,manager,0,1,0,2,firm,12,24,180,0,210,2,2,998,743,3,14,7,11,0,-1,-1,-1,1,30,0,140,45,85,31,1,1
wm5frrns,PC14,10,Session 17,0,1,2,1,10,manager,1,0,0,2,firm,12,12,180,1,210,1,1,998,743,3,14,7,11,0,-1,-1,-1,1,30,0,140,45,85,31,1,1
wm5frrns,PC14,10,Session 17,0,1,2,1,11,manager,1,0,0,2,firm,11,11,165,1,203,1,1,998,743,3,14,7,11,0,-1,-1,-1,1,30,0,140,45,85,31,1,1
wm5frrns,PC14,10,Session 17,0,1,2,1,12,manager,1,0,0,2,firm,12,12,90,0,165,1,0,998,743,3,14,7,11,0,-1,-1,-1,1,30,0,140,45,85,31,1,1
woihlm8x,PC09,9.1999998,Session 28,1,1,0,3,1,employee,5,0,0,3,firm,11,22,220,0,155,0,1,920,550,4,6,3,17,20,-2,0,-2,1,30,2,220,34.880001,100,32,0,0
woihlm8x,PC09,9.1999998,Session 28,1,1,0,6,2,public,6,0,0,4,public,0,0,0,0,100,1,1,920,550,4,6,3,17,20,-2,0,-2,1,30,2,220,34.880001,100,32,0,0
woihlm8x,PC09,9.1999998,Session 28,1,1,0,3,3,employee,6,0,1,1,firm,12,24,240,0,180,1,2,920,550,4,6,3,17,20,-2,0,-2,1,30,2,220,34.880001,100,32,0,0
woihlm8x,PC09,9.1999998,Session 28,1,1,0,6,4,public,6,0,0,4,public,0,0,0,0,120,0,2,920,550,4,6,3,17,20,-2,0,-2,1,30,2,220,34.880001,100,32,0,0
woihlm8x,PC09,9.1999998,Session 28,1,1,0,3,5,employee,6,0,1,2,firm,12,12,120,0,150,0,2,920,550,4,6,3,17,20,-2,0,-2,1,30,2,220,34.880001,100,32,0,0
woihlm8x,PC09,9.1999998,Session 28,1,1,0,6,6,public,6,0,0,4,public,0,0,0,0,100,1,2,920,550,4,6,3,17,20,-2,0,-2,1,30,2,220,34.880001,100,32,0,0
woihlm8x,PC09,9.1999998,Session 28,1,1,0,3,7,employee,6,0,0,3,firm,12,24,240,0,180,0,1,920,550,4,6,3,17,20,-2,0,-2,1,30,2,220,34.880001,100,32,0,0
woihlm8x,PC09,9.1999998,Session 28,1,1,0,6,8,public,6,0,0,4,public,0,0,0,0,80,2,1,920,550,4,6,3,17,20,-2,0,-2,1,30,2,220,34.880001,100,32,0,0
woihlm8x,PC09,9.1999998,Session 28,1,1,0,3,9,employee,6,0,1,1,firm,12,24,240,0,180,0,2,920,550,4,6,3,17,20,-2,0,-2,1,30,2,220,34.880001,100,32,0,0
woihlm8x,PC09,9.1999998,Session 28,1,1,0,6,10,public,6,0,0,4,public,0,0,0,0,120,0,1,920,550,4,6,3,17,20,-2,0,-2,1,30,2,220,34.880001,100,32,0,0
woihlm8x,PC09,9.1999998,Session 28,1,1,0,3,11,employee,6,0,0,2,firm,12,12,120,0,150,0,1,920,550,4,6,3,17,20,-2,0,-2,1,30,2,220,34.880001,100,32,0,0
woihlm8x,PC09,9.1999998,Session 28,1,1,0,6,12,public,6,0,0,4,public,0,0,0,0,100,1,1,920,550,4,6,3,17,20,-2,0,-2,1,30,2,220,34.880001,100,32,0,0
wp1vr5oo,PC07,9.5,Session 03,0,0,0,2,1,public,0,0,0,4,public,0,0,0,0,140,0,2,950,635,12,2,58,25,0,-2,-1,-2,-2,10,2,220,-7.8200002,85,19,0,1
wp1vr5oo,PC07,9.5,Session 03,0,0,0,3,2,employee,6,0,1,1,firm,12,24,240,0,155,1,2,950,635,12,2,58,25,0,-2,-1,-2,-2,10,2,220,-7.8200002,85,19,0,1
wp1vr5oo,PC07,9.5,Session 03,0,0,0,2,3,public,0,0,0,4,public,0,0,0,0,140,0,3,950,635,12,2,58,25,0,-2,-1,-2,-2,10,2,220,-7.8200002,85,19,0,1
wp1vr5oo,PC07,9.5,Session 03,0,0,0,3,4,employee,6,0,1,2,firm,12,24,240,0,180,0,2,950,635,12,2,58,25,0,-2,-1,-2,-2,10,2,220,-7.8200002,85,19,0,1
wp1vr5oo,PC07,9.5,Session 03,0,0,0,2,5,public,0,0,0,4,public,0,0,0,0,140,0,2,950,635,12,2,58,25,0,-2,-1,-2,-2,10,2,220,-7.8200002,85,19,0,1
wp1vr5oo,PC07,9.5,Session 03,0,0,0,3,6,employee,6,0,1,3,firm,12,24,240,0,180,0,1,950,635,12,2,58,25,0,-2,-1,-2,-2,10,2,220,-7.8200002,85,19,0,1
wp1vr5oo,PC07,9.5,Session 03,0,0,0,2,7,public,0,0,0,4,public,0,0,0,0,140,0,3,950,635,12,2,58,25,0,-2,-1,-2,-2,10,2,220,-7.8200002,85,19,0,1
wp1vr5oo,PC07,9.5,Session 03,0,0,0,3,8,employee,6,0,1,1,firm,12,24,240,0,180,1,2,950,635,12,2,58,25,0,-2,-1,-2,-2,10,2,220,-7.8200002,85,19,0,1
wp1vr5oo,PC07,9.5,Session 03,0,0,0,2,9,public,0,0,0,4,public,0,0,0,0,140,0,2,950,635,12,2,58,25,0,-2,-1,-2,-2,10,2,220,-7.8200002,85,19,0,1
wp1vr5oo,PC07,9.5,Session 03,0,0,0,3,10,employee,6,0,1,2,firm,12,24,240,0,180,0,2,950,635,12,2,58,25,0,-2,-1,-2,-2,10,2,220,-7.8200002,85,19,0,1
wp1vr5oo,PC07,9.5,Session 03,0,0,0,2,11,public,0,0,0,4,public,0,0,0,0,140,0,3,950,635,12,2,58,25,0,-2,-1,-2,-2,10,2,220,-7.8200002,85,19,0,1
wp1vr5oo,PC07,9.5,Session 03,0,0,0,3,12,employee,6,0,1,3,firm,11,22,220,0,175,0,1,950,635,12,2,58,25,0,-2,-1,-2,-2,10,2,220,-7.8200002,85,19,0,1
wry6jixp,PC15,12.4,Session 27,1,1,1,1,1,manager,6,0,0,1,firm,12,24,180,0,210,1,1,1235,930,20,19,1,14,20,0,0,1,2,20,1,180,7.8200002,85,21,0,0
wry6jixp,PC15,12.4,Session 27,1,1,1,1,2,manager,6,0,0,1,firm,12,24,180,0,210,2,1,1235,930,20,19,1,14,20,0,0,1,2,20,1,180,7.8200002,85,21,0,0
wry6jixp,PC15,12.4,Session 27,1,1,1,1,3,manager,0,1,0,1,firm,12,24,180,0,210,2,2,1235,930,20,19,1,14,20,0,0,1,2,20,1,180,7.8200002,85,21,0,0
wry6jixp,PC15,12.4,Session 27,1,1,1,1,4,manager,0,1,0,1,firm,12,24,180,0,210,2,0,1235,930,20,19,1,14,20,0,0,1,2,20,1,180,7.8200002,85,21,0,0
wry6jixp,PC15,12.4,Session 27,1,1,1,1,5,manager,0,1,0,1,firm,12,24,360,1,230,2,4,1235,930,20,19,1,14,20,0,0,1,2,20,1,180,7.8200002,85,21,0,0
wry6jixp,PC15,12.4,Session 27,1,1,1,1,6,manager,6,0,0,1,firm,12,24,180,0,210,2,0,1235,930,20,19,1,14,20,0,0,1,2,20,1,180,7.8200002,85,21,0,0
wry6jixp,PC15,12.4,Session 27,1,1,1,1,7,manager,6,0,0,1,firm,12,24,360,1,300,1,3,1235,930,20,19,1,14,20,0,0,1,2,20,1,180,7.8200002,85,21,0,0
wry6jixp,PC15,12.4,Session 27,1,1,1,1,8,manager,6,0,0,1,firm,12,24,360,1,300,2,0,1235,930,20,19,1,14,20,0,0,1,2,20,1,180,7.8200002,85,21,0,0
wry6jixp,PC15,12.4,Session 27,1,1,1,1,9,manager,6,0,0,1,firm,8,16,120,0,180,1,2,1235,930,20,19,1,14,20,0,0,1,2,20,1,180,7.8200002,85,21,0,0
wry6jixp,PC15,12.4,Session 27,1,1,1,1,10,manager,5,0,0,1,firm,12,24,360,1,300,1,0,1235,930,20,19,1,14,20,0,0,1,2,20,1,180,7.8200002,85,21,0,0
wry6jixp,PC15,12.4,Session 27,1,1,1,1,11,manager,6,0,0,1,firm,12,24,360,1,300,2,1,1235,930,20,19,1,14,20,0,0,1,2,20,1,180,7.8200002,85,21,0,0
wry6jixp,PC15,12.4,Session 27,1,1,1,1,12,manager,6,0,0,1,firm,12,24,180,0,210,1,0,1235,930,20,19,1,14,20,0,0,1,2,20,1,180,7.8200002,85,21,0,0
wwdtsyd6,PC13,11.3,Session 26,1,1,0,1,1,manager,5,0,0,1,firm,12,24,240,0,240,0,2,1125,950,12,2,36,19,0,-1,0,-1,1,30,4,60,7.8200002,85,35,2,1
wwdtsyd6,PC13,11.3,Session 26,1,1,0,1,2,manager,0,1,0,1,firm,12,24,240,0,240,1,0,1125,950,12,2,36,19,0,-1,0,-1,1,30,4,60,7.8200002,85,35,2,1
wwdtsyd6,PC13,11.3,Session 26,1,1,0,1,3,manager,6,0,0,1,firm,12,24,240,0,240,0,3,1125,950,12,2,36,19,0,-1,0,-1,1,30,4,60,7.8200002,85,35,2,1
wwdtsyd6,PC13,11.3,Session 26,1,1,0,1,4,manager,5,0,0,1,firm,12,24,240,0,240,0,0,1125,950,12,2,36,19,0,-1,0,-1,1,30,4,60,7.8200002,85,35,2,1
wwdtsyd6,PC13,11.3,Session 26,1,1,0,1,5,manager,6,0,0,1,firm,12,24,240,0,240,0,3,1125,950,12,2,36,19,0,-1,0,-1,1,30,4,60,7.8200002,85,35,2,1
wwdtsyd6,PC13,11.3,Session 26,1,1,0,1,6,manager,5,0,0,1,firm,12,24,240,0,240,1,0,1125,950,12,2,36,19,0,-1,0,-1,1,30,4,60,7.8200002,85,35,2,1
wwdtsyd6,PC13,11.3,Session 26,1,1,0,1,7,manager,6,0,0,1,firm,12,24,240,0,240,0,3,1125,950,12,2,36,19,0,-1,0,-1,1,30,4,60,7.8200002,85,35,2,1
wwdtsyd6,PC13,11.3,Session 26,1,1,0,1,8,manager,5,0,0,1,firm,12,24,240,0,240,0,0,1125,950,12,2,36,19,0,-1,0,-1,1,30,4,60,7.8200002,85,35,2,1
wwdtsyd6,PC13,11.3,Session 26,1,1,0,1,9,manager,6,0,0,1,firm,12,24,240,0,240,0,3,1125,950,12,2,36,19,0,-1,0,-1,1,30,4,60,7.8200002,85,35,2,1
wwdtsyd6,PC13,11.3,Session 26,1,1,0,1,10,manager,5,0,0,1,firm,12,24,240,0,240,0,1,1125,950,12,2,36,19,0,-1,0,-1,1,30,4,60,7.8200002,85,35,2,1
wwdtsyd6,PC13,11.3,Session 26,1,1,0,1,11,manager,6,0,0,1,firm,12,24,240,0,240,0,4,1125,950,12,2,36,19,0,-1,0,-1,1,30,4,60,7.8200002,85,35,2,1
wwdtsyd6,PC13,11.3,Session 26,1,1,0,1,12,manager,6,0,0,1,firm,11,22,220,0,230,0,0,1125,950,12,2,36,19,0,-1,0,-1,1,30,4,60,7.8200002,85,35,2,1
wzb6f01z,PC12,9.3999996,Session 24,1,1,0,3,1,public,6,0,0,4,public,0,0,0,0,100,1,1,939,555,18,4,29,26,20,-1,0,-1,-1,10,3,260,23.889999,94,21,3,0
wzb6f01z,PC12,9.3999996,Session 24,1,1,0,2,2,employee,6,0,1,2,firm,12,24,240,0,180,1,4,939,555,18,4,29,26,20,-1,0,-1,-1,10,3,260,23.889999,94,21,3,0
wzb6f01z,PC12,9.3999996,Session 24,1,1,0,3,3,public,6,0,0,4,public,0,0,0,0,100,1,3,939,555,18,4,29,26,20,-1,0,-1,-1,10,3,260,23.889999,94,21,3,0
wzb6f01z,PC12,9.3999996,Session 24,1,1,0,2,4,employee,6,0,0,3,firm,12,24,240,0,180,0,2,939,555,18,4,29,26,20,-1,0,-1,-1,10,3,260,23.889999,94,21,3,0
wzb6f01z,PC12,9.3999996,Session 24,1,1,0,3,5,public,6,0,0,4,public,0,0,0,0,120,0,2,939,555,18,4,29,26,20,-1,0,-1,-1,10,3,260,23.889999,94,21,3,0
wzb6f01z,PC12,9.3999996,Session 24,1,1,0,2,6,employee,6,0,0,1,firm,12,24,240,0,180,0,2,939,555,18,4,29,26,20,-1,0,-1,-1,10,3,260,23.889999,94,21,3,0
wzb6f01z,PC12,9.3999996,Session 24,1,1,0,3,7,public,5,0,0,4,public,0,0,0,0,100,0,1,939,555,18,4,29,26,20,-1,0,-1,-1,10,3,260,23.889999,94,21,3,0
wzb6f01z,PC12,9.3999996,Session 24,1,1,0,2,8,employee,5,0,1,2,firm,11,22,220,0,155,0,3,939,555,18,4,29,26,20,-1,0,-1,-1,10,3,260,23.889999,94,21,3,0
wzb6f01z,PC12,9.3999996,Session 24,1,1,0,3,9,public,6,0,0,4,public,0,0,0,0,120,0,1,939,555,18,4,29,26,20,-1,0,-1,-1,10,3,260,23.889999,94,21,3,0
wzb6f01z,PC12,9.3999996,Session 24,1,1,0,2,10,employee,6,0,1,3,firm,12,24,240,0,180,1,3,939,555,18,4,29,26,20,-1,0,-1,-1,10,3,260,23.889999,94,21,3,0
wzb6f01z,PC12,9.3999996,Session 24,1,1,0,3,11,public,6,0,0,4,public,0,0,0,0,120,0,2,939,555,18,4,29,26,20,-1,0,-1,-1,10,3,260,23.889999,94,21,3,0
wzb6f01z,PC12,9.3999996,Session 24,1,1,0,2,12,employee,5,0,0,1,firm,11,22,220,0,155,0,2,939,555,18,4,29,26,20,-1,0,-1,-1,10,3,260,23.889999,94,21,3,0
wzijcq89,PC15,8.3999996,Session 09,0,1,0,2,1,employee,6,0,0,3,firm,12,24,240,0,180,0,1,835,600,10,0,30,26,0,-1,1,1,-1,10,0,140,37.48,85,29,0,0
wzijcq89,PC15,8.3999996,Session 09,0,1,0,5,2,public,6,0,0,4,public,0,0,0,0,120,0,1,835,600,10,0,30,26,0,-1,1,1,-1,10,0,140,37.48,85,29,0,0
wzijcq89,PC15,8.3999996,Session 09,0,1,0,2,3,employee,6,0,0,1,firm,12,24,240,0,180,0,4,835,600,10,0,30,26,0,-1,1,1,-1,10,0,140,37.48,85,29,0,0
wzijcq89,PC15,8.3999996,Session 09,0,1,0,5,4,public,6,0,0,4,public,0,0,0,0,120,0,4,835,600,10,0,30,26,0,-1,1,1,-1,10,0,140,37.48,85,29,0,0
wzijcq89,PC15,8.3999996,Session 09,0,1,0,2,5,employee,6,0,1,2,firm,12,24,240,0,180,0,2,835,600,10,0,30,26,0,-1,1,1,-1,10,0,140,37.48,85,29,0,0
wzijcq89,PC15,8.3999996,Session 09,0,1,0,5,6,public,6,0,0,4,public,0,0,0,0,120,0,2,835,600,10,0,30,26,0,-1,1,1,-1,10,0,140,37.48,85,29,0,0
wzijcq89,PC15,8.3999996,Session 09,0,1,0,2,7,employee,6,0,0,3,firm,12,24,240,0,180,0,2,835,600,10,0,30,26,0,-1,1,1,-1,10,0,140,37.48,85,29,0,0
wzijcq89,PC15,8.3999996,Session 09,0,1,0,5,8,public,6,0,0,4,public,0,0,0,0,120,0,2,835,600,10,0,30,26,0,-1,1,1,-1,10,0,140,37.48,85,29,0,0
wzijcq89,PC15,8.3999996,Session 09,0,1,0,2,9,employee,6,0,1,1,firm,12,24,240,0,180,0,2,835,600,10,0,30,26,0,-1,1,1,-1,10,0,140,37.48,85,29,0,0
wzijcq89,PC15,8.3999996,Session 09,0,1,0,5,10,public,6,0,0,4,public,0,0,0,0,120,0,2,835,600,10,0,30,26,0,-1,1,1,-1,10,0,140,37.48,85,29,0,0
wzijcq89,PC15,8.3999996,Session 09,0,1,0,2,11,employee,6,0,0,2,firm,12,24,240,0,180,0,2,835,600,10,0,30,26,0,-1,1,1,-1,10,0,140,37.48,85,29,0,0
wzijcq89,PC15,8.3999996,Session 09,0,1,0,5,12,public,6,0,0,4,public,0,0,0,0,120,0,2,835,600,10,0,30,26,0,-1,1,1,-1,10,0,140,37.48,85,29,0,0
x145m6jb,PC13,8.6999998,Session 22,1,1,0,1,1,public,5,0,0,4,public,0,0,0,0,100,0,1,865,560,17,11,15,23,0,-1,0,-2,-2,40,1,180,36.630001,85,18,0,1
